"typestatus","reps"
"paratype of <a href=""http://arctos.database.museum/name/nocomis raneyi"">nocomis raneyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",11
"paratype of <a href=""http://arctos.database.museum/name/thomomys bottae operosus"">thomomys bottae operosus</a> in <a href=""http://arctos.database.museum/publication/10007238"">mammals from south-central arizona</a>",11
"paratype of <a href=""http://arctos.database.museum/name/thorius arboreus"">thorius arboreus</a>, page 578 in <a href=""http://arctos.database.museum/publication/10000238"">hanken 1994</a>",11
"paratype of <a href=""http://arctos.database.museum/name/thorius papaloae"">thorius papaloae</a>, page 516 in <a href=""http://arctos.database.museum/publication/10001841"">hanken and wake 2001</a>",11
"paratype of afrixalus uluguruensis",11
"paratype of alsophis sanctonum",11
"paratype of ameiva auberi richmondi, mccoy, 1970, ann. carnegie mus., 41:134",11
"paratype of ameiva chrysolaema quadrijugis",11
"paratype of ameiva vanzoi",11
"paratype of anolis baleatus scelestus",11
"paratype of atelopus coynei",11
"paratype of austrochaperina rivularis",11
"paratype of batrachylodes montanus",11
"paratype of boophis lichenoides",11
"paratype of brookesia ionidesi",11
"paratype of bufo guentheri fractus, schwartz, 1972, j. herpetol., 6:218",11
"paratype of calisto arcas",11
"paratype of chamaeleo rudis sternfeldi",11
"paratype of chodsigoa caovansunga",11
"paratype of clavellofusus spiratus",11
"paratype of cyclocorus nuchalis taylori, leviton, 1967, philippine j. sci., 94:532",11
"paratype of didelphis virginiana pigra",11
"paratype of diploglossus costatus oreistes",11
"paratype of eleutherodactylus atkinsi orientalis",11
"paratype of eleutherodactylus gossei oligaulax",11
"paratype of eleutherodactylus persimilis",11
"paratype of eudryas ruthveni",11
"paratype of eupemphix ruthveni",11
"paratype of eurycea griseogaster",11
"paratype of gerrhosaurus flavigularis fitzsimonsi",11
"paratype of hesperia proto aragonensis",11
"paratype of hyperolius parkeri rovumae",11
"paratype of leiocephalus lunatus lewisi",11
"paratype of liguus crenatus aurantius",11
"paratype of lycosa festina",11
"paratype of lygodactylus capensis mossambica",11
"paratype of mabuya englei",11
"paratype of montanablastus baldyensis| paratype of montanablastus baldyensis",11
"paratype of munida schroederi",11
"paratype of nesomyrmex devius",11
"paratype of omphalotropis cookei",11
"paratype of peltophryne guentheri guentheri",11
"paratype of pheidole albipes",11
"paratype of pheidole gagates",11
"paratype of pheidole hortonae",11
"paratype of pheidole melastomae",11
"paratype of pheidole prostrata",11
"paratype of pheidole sigillata",11
"paratype of philautus hazelae, taylor, 1920, philippine jour. sci., 16:298",11
"paratype of platymantis acrochordus",11
"paratype of polymita versicolor var. reticulata",11
"paratype of proaulacopleura gelasinata",11
"paratype of pseudestheria brevis",11
"paratype of salterella conulata",11
"paratype of scopelarchoides danae",11
"paratype of sloperia proto williamsi",11
"paratype of stenoonops cletus",11
"paratype of telmatobius walkeri",11
"paratype of tetramorium gladius",11
"paratype of tetramorium obiwan",11
"paratype of trimeresurus dunni",11
"paratype of xenopus kobeli",11
"paratype periclista sulfurana stannard",11
"paratype pheidole beloceps",11
"paratype pseudisobrachiumashmeadi evans",11
"paratype rhyacophila verrula mil",11
"paratype stactobia palmata ross",11
"paratype stenamma catracho",11
"paratype stenonema metriotes burks",11
"paratype tetraloniella balluca laberge 2001",11
"paratype, basionym: petunia guarapuavensis t. ando & hashim.",11
"pl-cotype",11
"possible authentic",11
"possible isotype; possible isotype",11
"referral of <a href=""http://arctos.database.museum/name/bombus polaris"">bombus polaris</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",11
"referral of <a href=""http://arctos.database.museum/name/colias palaeno"">colias palaeno</a> in <a href=""http://arctos.database.museum/publication/10007289"">philip & ferris 2015</a>",11
"referral of <a href=""http://arctos.database.museum/name/euchloe ausonides"">euchloe ausonides</a> in <a href=""http://arctos.database.museum/publication/10007289"">philip & ferris 2015</a>",11
"referral of <a href=""http://arctos.database.museum/name/gastropoda"">gastropoda</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",11
"referral of <a href=""http://arctos.database.museum/name/monochamus scutellatus"">monochamus scutellatus</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>; voucher of <a href=""http://arctos.database.museum/name/monochamus scutellatus"">monochamus scutellatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"referral of <a href=""http://arctos.database.museum/name/phoridae"">phoridae</a> in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",11
"referral of <a href=""http://arctos.database.museum/name/priognathus monilicornis"">priognathus monilicornis</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>; voucher of <a href=""http://arctos.database.museum/name/priognathus monilicornis"">priognathus monilicornis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"referral of <a href=""http://arctos.database.museum/name/sciaridae"">sciaridae ?</a> ? in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",11
"spécimen",11
"syntype monellia nigropunctata granovsky",11
"syntype of actineda agilis",11
"syntype of alsophis cinereus",11
"syntype of amusium pourtalesianum",11
"syntype of argyropelecus lychnus",11
"syntype of camponotus papago",11
"syntype of chalcinus angulatus vittatus",11
"syntype of cicindela pamphila",11
"syntype of cyclodorippe antennaria",11
"syntype of galathodes sigsbei",11
"syntype of leiocephalus melanochlorus",11
"syntype of leptopelis barbouri",11
"syntype of leptothorax acervorum crassipilis",11
"syntype of leptothorax emersoni",11
"syntype of munida irrasa",11
"syntype of myrmica sabuleti nearctica",11
"syntype of pamphila chinoba",11
"syntype of pheidole deserticola",11
"syntype of phormosoma hispidum",11
"syntype of polyergus lucidus montivagus",11
"syntype of prenolepis braueri humbloti",11
"syntype of succinea avara",11
"syntype, basionym: cyrtopodium paranaense schltr.",11
"syntype, basionym: hieracium mosenii malme",11
"syntype, basionym: panicum helobium mez ex henrard; panicum cyanescens var. rigidiusculum döll",11
"syntype, basionym: paullinia carpopoda subfo. pterygorhachis radlk.",11
"syntype, basionym: poa hispidula var. vivipara hultén",11
"syntype, basionym: qualea densiflora warm.",11
"syntype, basionym: taraxacum delphicum dahlst.",11
"syntype? of pachybrachys varians",11
"thesis/dissertation",11
"topotype of chamaeleo fischeri matschie",11
"topotype of momotus momota simplex chapman",11
"topotype of otocoris alpestris lamprochroma oberholser",11
"topotype of pipra velutina minuscula todd",11
"topotype of thryothorus leucotis affinis pinto",11
"type + paratype; type + paratype",11
"type of osachila antillensis",11
"voucher of <a href=""http://arctos.database.museum/name/arhopalus foveicollis"">arhopalus foveicollis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/austrobilharzia variglandis"">austrobilharzia variglandis</a> in <a href=""http://arctos.database.museum/publication/10006403"">brant et al. 2010</a>",11
"voucher of <a href=""http://arctos.database.museum/name/bombus bifarius"">bombus bifarius</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/bombus bifarius"">bombus bifarius</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>",11
"voucher of <a href=""http://arctos.database.museum/name/bombus cryptarum"">bombus cryptarum</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>",11
"voucher of <a href=""http://arctos.database.museum/name/bombus frigidus"">bombus frigidus</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/bombus frigidus"">bombus frigidus</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>",11
"voucher of <a href=""http://arctos.database.museum/name/chaetodipus fallax"">chaetodipus fallax</a>, page 301 in <a href=""http://arctos.database.museum/publication/10005410"">rios-m. and alvarez-castañeda 2010</a>",11
"voucher of <a href=""http://arctos.database.museum/name/chilina gibbosa"">chilina gibbosa</a> in <a href=""http://arctos.database.museum/publication/10007176"">flores et al. 2015</a>",11
"voucher of <a href=""http://arctos.database.museum/name/cynopterus brachyotis"">cynopterus brachyotis</a>, page 477 in <a href=""http://arctos.database.museum/publication/10004354"">campbell et al. 2007</a>",11
"voucher of <a href=""http://arctos.database.museum/name/delphinapterus leucas"">delphinapterus leucas</a>, page 83 in <a href=""http://arctos.database.museum/publication/142"">becker et al. 2000</a>",11
"voucher of <a href=""http://arctos.database.museum/name/dendroides ephemeroides"">dendroides ephemeroides</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/dipodomys merriami melanurus"">dipodomys merriami melanurus</a>, page 1006 in <a href=""http://arctos.database.museum/publication/10005415"">alvarez-castañeda et al. 2009</a>",11
"voucher of <a href=""http://arctos.database.museum/name/empidonax minimus"">empidonax minimus</a>, page 354 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",11
"voucher of <a href=""http://arctos.database.museum/name/eurois occulta"">eurois occulta</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",11
"voucher of <a href=""http://arctos.database.museum/name/granatellus venustus"">granatellus venustus</a>, page 26 in <a href=""http://arctos.database.museum/publication/10006461"">moore 1938</a>",11
"voucher of <a href=""http://arctos.database.museum/name/leptonychotes weddellii"">leptonychotes weddellii</a>, page 496 in <a href=""http://arctos.database.museum/publication/143"">gelatt et al. 2001</a>",11
"voucher of <a href=""http://arctos.database.museum/name/megaselia"">megaselia sp.</a> sp., page 0 in <a href=""http://arctos.database.museum/publication/10006540"">sikes & slowik 2010</a>",11
"voucher of <a href=""http://arctos.database.museum/name/metallura williami"">metallura williami</a>, page 254 in <a href=""http://arctos.database.museum/publication/10006462"">moore 1940</a>",11
"voucher of <a href=""http://arctos.database.museum/name/microtus californicus eximius"">microtus californicus eximius</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",11
"voucher of <a href=""http://arctos.database.museum/name/microtus mexicanus mogollonensis"">microtus mexicanus mogollonensis</a>, page 222 in <a href=""http://arctos.database.museum/publication/10004784"">frey 2009</a>",11
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus operarius"">microtus oeconomus operarius</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",11
"voucher of <a href=""http://arctos.database.museum/name/myotis bocagii"">myotis bocagii</a> in <a href=""http://arctos.database.museum/publication/10007066"">van cakenberghe et al 1999.</a>",11
"voucher of <a href=""http://arctos.database.museum/name/myotis daubentoni"">myotis daubentoni</a>, page 13 in <a href=""http://arctos.database.museum/publication/1000190"">tinnin et al. 2002</a>",11
"voucher of <a href=""http://arctos.database.museum/name/napaeozapus insignis"">napaeozapus insignis</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">malaney and cook</a>",11
"voucher of <a href=""http://arctos.database.museum/name/nebria acuta"">nebria acuta</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/nebria nivalis"">nebria nivalis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/nebria sahlbergii"">nebria sahlbergii</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/neospondylis upiformis"">neospondylis upiformis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",11
"voucher of <a href=""http://arctos.database.museum/name/notonecta kirbyi"">notonecta kirbyi</a>, page 195 in <a href=""http://arctos.database.museum/publication/10006886"">ridling et al. 2014</a>",11
"voucher of <a href=""http://arctos.database.museum/name/oligoryzomys magellanicus"">oligoryzomys magellanicus</a>, page 275 in <a href=""http://arctos.database.museum/publication/10004777"">belmar-lucero et al. 2009</a>",11
