typeStatus,reps
Holotype of Sylvilagus audubonii parvulus ((Allen)),1
Holotype of Sigmodon mascotensis (Allen),1
Holotype of Ondatra zibethicus zibethicus,1
Holotype of Melomys aerosus,1
"""voucher of <a href=""http://arctos.database.museum/name/Notropis hypselopterus"">Notropis hypselopterus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus mexicanus mexicanus"">Microtus mexicanus mexicanus</a>, page 222 in <a href=""http://arctos.database.museum/publication/10004784"">Frey 2009</a>; symbiotype of <a href=""http://arctos.database.museum/name/Microtus mexicanus mexicanus"">Microtus mexicanus mexicanus</a>, page 306 in <a href=""http://arctos.database.museum/publication/10007044"">Vance and Duszynski 1985</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Ornithischia"">Ornithischia</a>, page 1349 in <a href=""http://arctos.database.museum/publication/10006475"">Brown and Druckenmiller 2011.</a>; basis of illustration of <a href=""http://arctos.database.museum/name/Thescelosaurus"">Thescelosaurus</a>, page 504 in <a href=""http://arctos.database.museum/publication/10006477"">Clemens and Nelms 1993</a>""",1
probable paralectotype,1
Laney Mbr,1
"""holotype of Platycrinites nikondaense, page 1169 in <a href=""http://arctos.database.museum/publication/10006427"">Broadhead and Strimple 1977</a>""",1
"HOLOTYPE OF MYRMOBORUS ARDESIACUS PROXIMUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 163, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF MYRMELASTES FORTIS INCANESCENS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 169, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF CONIROSTRUM CYANONOTUM, TODD, W. E. C. 1932. SEVEN APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 215-220. PAGE 218, PUBLISHED 26 NOVEMBER 1932.",1
"HOLOTYPE OF CHAETURA EGREGIA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.",1
Type of Pristorhamphus versteri meeki,1
Lectotype of Macrotus waterhousii bulleri (Allen),1
Holotype of Myotis martiniquensis martiniquensis (LaVal),1
PARATYPE MICRURUS ANNELLATUS MONTANUS,1
ALLOTYPE OF SYNCOPE ANTENORI,1
PARATOPOTYPE OF TANTILLA FLAVILINEATA,1
HOLOTYPE OF EURYPHOLIS MAYAE,1
HOLOTYPE OF LEPTODACTYLUS BOKERMANNI,1
HOLOTYPE OF SPHAERODACTYLUS OLIVERI,1
PARATYPE OF LYTHODYTES GAIGEI,1
HOLOTYPE OF SYRRHOPHUS MODESTUS PALLIDUS,1
"""paratype of <a href=""http://arctos.database.museum/name/Moxostoma grammarion"">Moxostoma grammarion</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Etheostoma ramseyi"">Etheostoma ramseyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Empidonax difficilis bateli"">Empidonax difficilis bateli</a>, page 26 in <a href=""http://arctos.database.museum/publication/10006358"">Moore 1940</a>; voucher of <a href=""http://arctos.database.museum/name/Empidonax difficilis"">Empidonax difficilis</a>, page 373 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Bolitoglossa nigromaculata"">Bolitoglossa nigromaculata</a>, page 141 in <a href=""http://arctos.database.museum/publication/10007318"">Taylor 1941</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thamnophis ordinoides gigas"">Thamnophis ordinoides gigas</a>, page 69 in <a href=""http://arctos.database.museum/publication/10000010"">Fitch 1940</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Microsynodontis armatus"">Microsynodontis armatus</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006896"">Ng 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Phyllotis osilae osilae"">Phyllotis osilae osilae</a>, page 589 in <a href=""http://arctos.database.museum/publication/10004441"">Steppan 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Phyllotis osilae phaeus"">Phyllotis osilae phaeus</a>, page 531 in <a href=""http://arctos.database.museum/publication/10004782"">Ferro et al. 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1371 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Chordeiles virginianus hesperis"">Chordeiles virginianus hesperis</a>, page 170 in <a href=""http://arctos.database.museum/publication/10000382"">Grinnell 1905</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Castor canadensis idoneus"">Castor canadensis idoneus</a>, page 87 in <a href=""http://arctos.database.museum/publication/10000069"">Jewett 1940</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Reithrodontomys burti"">Reithrodontomys burti</a>, page 583 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis yumanensis saturatus"">Myotis yumanensis saturatus</a>, page 17 in <a href=""http://arctos.database.museum/publication/10005401"">Streicker et al. 2010</a>""",1
"PARATYPE OF PHYSALAEMUS AGUIRREI, BOKERMANN, 1966, PHYSIS, 26:194",1
"PARATYPE OF NEPHELORNIS ONEILLI, LOWERY JR., G.H. AND TALLMAN, D.A. 1976. A NEW GENUS AND SPECIES OF NINE-PRIMARIED OSCINE OF UNCERTAIN AFFINITIES FROM PERU. THE AUK, 93:420-421.",1
"HOLOTYPE OF LIOPHIS ANDINUS, DIXON, 1983, ANN. CARN. MUS., 52(6):129",1
Holotype of Oryzomys albigularis pectoralis (Allen),1
Holotype of Miniopterus schreibersii parvipes,1
Holotype of Ammospermophilus leucurus peninsulae ((Allen)),1
"Holotype of Phyllonycteris major (Anthony, 1917)",1
? status,1
PARATOPOTYPE OF NEUSTICURUS APODEMUS,1
PARATYPE OF HYLA PEARSONI,1
HOLOTYPE OF PAROEDURA TANJAKA,1
PARATYPE OF DIPSO-SAURUS DORSALIS SONORIENSIS,1
"""voucher of <a href=""http://arctos.database.museum/name/Rhipidomys gardneri"">Rhipidomys gardneri</a>, page 958 in <a href=""http://arctos.database.museum/publication/10006314"">de Andrade Costa et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax oberholseri"">Empidonax oberholseri</a>, page 363 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>; voucher of <a href=""http://arctos.database.museum/name/Empidonax oberholseri"">Empidonax oberholseri</a>, page 364 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",1
"""paratype of Petrocephalus arnegardi, page 54 in <a href=""http://arctos.database.museum/publication/10006822"">Lavoué & Sullivan 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys opimus opimus"">Ctenomys opimus opimus</a>, page 18 in <a href=""http://arctos.database.museum/publication/1000012"">Cook et al. 1990</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamiasciurus hudsonicus""><i>Tamiasciurus hudsonicus</i> (Erxleben, 1777)</a>, page 318 in <a href=""http://arctos.database.museum/publication/1000041"">Arbogast et al. 2001</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1381 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Otariidae"">Otariidae</a>, page 431 in <a href=""http://arctos.database.museum/publication/125"">Brunner et al. 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Callorhinus ursinus"">Callorhinus ursinus</a>, page 396 in <a href=""http://arctos.database.museum/publication/160"">Brunner 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Callorhinus ursinus"">Callorhinus ursinus</a>, page 106 in <a href=""http://arctos.database.museum/publication/177"">Brunner et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus arcticus"">Lepus arcticus</a>, page 599 in <a href=""http://arctos.database.museum/publication/184"">Waltari et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus arcticus"">Lepus arcticus</a>, page 3013 in <a href=""http://arctos.database.museum/publication/196"">Waltari and Cook 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus arcticus"">Lepus arcticus</a>, page 379 in <a href=""http://arctos.database.museum/publication/10006503"">Melo-Ferreira et al. 2012</a>""",1
"Lectotype of Perdix rubra intercedens (Brehm, 1857)",1
Holotye of Dryobates villosus scrippsae,1
Holotype of Allactaga balikunica,1
Holotype of Sorex gaspensis,1
SYNTYPE OF ANOLIS GRANULICEPS,1
PARATYPES OF ANOLIS RUTHVENI,1
HOLOTYPE OF ANOLIS COBANENSIS,1
PARATOPOTYPE OF CNEMIDOPHORUS CALIDIPES,1
PARATYPES OF PLETHODON JORDANI TEYAHALEE,1
"""voucher of <a href=""http://arctos.database.museum/name/Neolamprologus savoryi"">Neolamprologus savoryi</a> in <a href=""http://arctos.database.museum/publication/10006848"">Wagner et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex palustris"">Sorex palustris</a>, page 736 in <a href=""http://arctos.database.museum/publication/10007018"">Hope et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Petrochelidon pyrrhonota"">Petrochelidon pyrrhonota</a>, page 93 in <a href=""http://arctos.database.museum/publication/10006425"">Davis 1953</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Hyla rickardsi"">Hyla rickardsi</a>, page 385 in <a href=""http://arctos.database.museum/publication/10007322"">Taylor 1938</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Microsynodontis nasutus"">Microsynodontis nasutus</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006896"">Ng 2004</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Amphilius lujani"">Amphilius lujani</a>, page 81 in <a href=""http://arctos.database.museum/publication/10007185"">Thomson et al. Zootaxa  3986 (1) </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cromeria nilotica"">Cromeria nilotica</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">Near et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Oligoryzomys chacoensis"">Oligoryzomys chacoensis</a>, page 555 in <a href=""http://arctos.database.museum/publication/10007175"">PALMA et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus mexicanus"">Peromyscus mexicanus</a> in <a href=""http://arctos.database.museum/publication/10004497"">Turner and Hoekstra 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Wiedomys pyrrhorhinos"">Wiedomys pyrrhorhinos</a>, page 870 in <a href=""http://arctos.database.museum/publication/10006517"">Pine et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus americanus"">Lepus americanus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10007220"">Tape et al. 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1282 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Otophanes mcleodii rayi"">Otophanes mcleodii rayi</a>, page 224 in <a href=""http://arctos.database.museum/publication/10000130"">Miller 1948</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes</a>, page 8 in <a href=""http://arctos.database.museum/publication/10004845"">Sacks et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes</a>, page 64 in <a href=""http://arctos.database.museum/publication/10006335"">Statham et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes ssp.</a> ssp., page 1093 in <a href=""http://arctos.database.museum/publication/10006604"">Perrine et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis ruber"">Myotis ruber</a>, page 34 in <a href=""http://arctos.database.museum/publication/10004767"">Stadelmann et al. 2007</a>""",1
"PARATYPE OF PLETHODON HOFFMANI, HIGHTON, 1971, VIRGINIA POLYTECH. INST., RES. DIV. MONOGR., 4:151",1
"PARATYPE OF PHYSALAEMUS CICADA, BOKERMANN, 1966, REV. BRAS. BIOL., 26:257",1
"PARATYPE OF COPEOGLOSSUM AURAE, S. BLAIR HEDGES & CAITLIN E. CONN, 2012. A NEW SKINK FAUNA FROM CARIBBEAN ISLAND (SQUAMATA, MABUYIDAE, MABUYINAE), ZOOTAXA 3288,244 PP. DESCRIPTION ON PAGE 75.",1
"""voucher of <a href=""http://arctos.database.museum/name/Urosaurus graciosus"">Urosaurus graciosus</a>, page 879 in <a href=""http://arctos.database.museum/publication/10004882"">Schulte et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Mimus polyglottos polyglottos"">Mimus polyglottos polyglottos</a>, page 462 in <a href=""http://arctos.database.museum/publication/148"">Gibson and Kessel 1992</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Myotis californicus"">Myotis californicus</a>, page 12 in <a href=""http://arctos.database.museum/publication/10004505"">Duszynski 2002</a>; symbiotype of <a href=""http://arctos.database.museum/name/Myotis californicus caurinus"">Myotis californicus caurinus</a>, page 498 in <a href=""http://arctos.database.museum/publication/10007047"">Duszynski et al. 1999</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Euderma maculatum"">Euderma maculatum</a>, page 360 in <a href=""http://arctos.database.museum/publication/10005012"">Finley and Creasy 1982</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 1710 in <a href=""http://arctos.database.museum/publication/10004415"">Slamovits et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 21 in <a href=""http://arctos.database.museum/publication/10004416"">D'Elia et al. 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 1290 in <a href=""http://arctos.database.museum/publication/10004387"">Opazo et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 89 in <a href=""http://arctos.database.museum/publication/1000090"">Lessa and Cook 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 1522 in <a href=""http://arctos.database.museum/publication/1000082"">Cook and Lessa 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys leucodon"">Ctenomys leucodon</a>, page 668 in <a href=""http://arctos.database.museum/publication/10006516"">GONÇALVES et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Perognathus longimembris neglectus"">Perognathus longimembris neglectus</a>, page 155 in <a href=""http://arctos.database.museum/publication/10000052"">Taylor 1912</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calomyscus"">Calomyscus</a>, page 552 in <a href=""http://arctos.database.museum/publication/10004443"">Steppan et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex hydrodromus"">Sorex hydrodromus</a>, page 23 in <a href=""http://arctos.database.museum/publication/97"">Carraway 1995</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus""><i>Glaucomys sabrinus</i> (Shaw, 1801)</a>, page 1773 in <a href=""http://arctos.database.museum/publication/14"">Demboski et al. 1998</a>""",1
Paratype; Type,1
"HOLOTYPE OF BATIS MARGARITAE, BOULTON, R. 1934. NEW BIRDS FROM ANGOLA. PROC. BIOL. SOC. WASH., 45-48. PAGE 47, PUBLISHED 9 FEBRUARY 1934.",1
"HOLOTYPE OF CARPODACUS MCGREGORI, ANTHONY, A. W. 1897. NEW BIRDS FROM THE ISLANDS AND PENINSULA OF LOWER CALIFORNIA. AUK, 164-168. PAGE 165, PUBLISHED APRIL 1897.",1
"SYNTYPE OF SIALIA MEXICANA ANABELAE, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO ***INCORRECTLY LISTED AS MALE***. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 79, PUBLISHED 11 OCTOBER 1889.",1
"HOLOTYPE OF PASSERELLA ILIACA STEPHENSI, ANTHONY, A. W. 1895. NEW RACES OF COLAPTES AND PASSERELLA FROM THE PACIFIC COAST. AUK, 347-349. PAGE 348, PUBLISHED OCTOBER 1895.",1
Holotype of Neotoma chrysomelas,1
Holotype of Mazama americana whitelyi (Gray),1
Holotype of Sigmodontomys alfari,1
Holotype of Dactylopsila tatei,1
PARATYPES OF CNEMIDOPHORUS SACKII INNOTATUS,1
