v_lowestBiostratigraphicZone,reps
Ptychaspis - Prosaukia,10
Monograptus kazachstanensis (M. uniformis s.l.),10
Tangyagraptus typicus - Diceratograptus mirus,10
boreale,10
Zone N.1 = Zone P.20,10
Platynota Zone,10
Hesperonomiella minor,10
"Gonioteuthis quadrata Zone, Inoceramus lingua Subzone",10
Diplacanthograptus spiniferus,10
opalinum,10
NP16,10
Clarkina subcarinata,10
xuanhanensis,10
Barstovian-hemphillian,10
Dictyoconus americanus,10
Late Irvingtonian,10
Zone à Sauzei,10
acuminatus,10
Ellipsocephalus linnarssoni,10
Nathorstites lindstroemi,10
Norilagnostus quadratus-Irvingella cipita,10
Radioceras evolvens,10
Monotis scutiformis,10
Aulacostephanus mutabilis–A. eudoxus,10
Sphaeroschwagerina sphaerica-Pseudofusulina firma,10
Eugenii,10
B?,10
Deshayesites volgensis,10
Blancan; Late; Irvingtonian; Early,10
Profusulinella,10
Decliveites crassicostatus,10
"Mortoniceras (Mortoniceras) inflatum Zone, Hysteroceras orbigny Subzone",10
Dorsoplanites ilovaiskyi–Dorsoplanites maximus,10
ensensis - lower varcus,10
instrenuus-kolobus (Graptolite),10
Lujanian ?,10
Ensenadan ?,10
Hypagnostus vulgarus,10
Capnodoce ruesti Zone of Kozur and Mostler (1994),10
Jamesoni-Ibex,10
Asphinctites tenuiplicatus,10
Terrakea arguta,10
Canal Coal,10
Deshayesites weissi,10
Malm zeta 3,10
Gnathodus bilineatus - Cavusgnathus altus,10
latest crepida,10
Terebratulina lata,10
Titanites giganteus,10
Didymograptus bifidus Zone,10
Horizon C,10
Diceratograptus mirus,10
Blancan or early Irvingtonian,10
Zone NN10,10
Rzehakina epigona Planktonic Foraminiferal Zonule,10
Aspidoceras caletanus,10
Misellina parvicostata,10
Pseudophalacroma triangularis,10
Ptychagnostus gibbus-Ptychagnostus punctuosus,10
Zone NN.16,10
sagitta sagitta,10
"Hoplites dentatus  Zone, Dimorphohoplites niobe Subzone",10
Zone 7,10
Presbynileus ibexensis,10
Oppellia aspidioides Zone,10
Didmyograptus murchisoni,10
Siphonodella crenulata - Siphonodella isoticha,10
Carodnian,10
Zone NP.22,10
Upper varcus,10
Globorotalia fohsi lobata,10
MN 7/8,10
Productus ovatus,10
"Hoplites dentatus  Zone, Anahoplites intermedius Subzone",10
C. colonus,10
"""Adiantites Zone""",10
Prionocyclus wyomingensis,10
"Peachella brevispina occurrence zone, subunit 2",10
Mesosaurus AZ,10
L. laevigata,10
? Elvinia,10
"Endothiodon Assemblage Zone, Tropidostoma-Gorgonops subassemblage",10
Orthograptus quadrimucronatus,10
Blagdeni,10
Tardefurcata,10
Calcistella jachenhausenensis,10
Oreodon beds,10
Zone NN2-3,10
"N4, Globorotalia kugleri Zone",10
Amplexograptus disjunctus yangtzeensis,10
Scaphites depressus zone,10
Mantelliceras saxbii Zone,10
Irvingtonian (?),10
Nodibeyrichia protuberans,10
Hernsteini,10
Titanites anguiformis,10
Muelleritortis cochleata Zone of Kozur and Mostler (199,10
"C Zone, C2a Subzone",10
Ancyrodelloides delta,266
Barstovian,4106
Hemingfordian,99338
lower Eifelian,11
Redlichia nobilis-Redlichia guizhouensis,11
Asterolepis zone,11
Pseudofusulina lutugini Zone,11
Monograptus tumescens [= incipiens],11
Parvinodosum,11
Horizon Yz17+,11
Gamachignathus ensifer,11
"Hemphilian, Late",11
bukowskii Subzone,11
Schellwienella burlingtoni,11
bohemica bohemica,11
"Section J, level a",11
Parkinsonia,11
Baculites baculus zone ?,11
Metoicoceras gourdoni Zone,11
Posthernsteini,11
Kaotaia prachina,11
Ashgill Shelly Zone 7,11
Dionide levigena Zone,11
Jonesites semilunatus,11
Windhauseniceras internispinosum,11
aalensis,11
Condont--varcus zone,11
Daguinaspis,11
Zone NP 04,11
Florigemma,11
K Coral-Brachiopod Zone,11
Drepanites rutherfordi,11
Globigerina daubjergensis Zone,11
Pharciceras lunulicosta Zone,11
Pseudofusulina verneuili-uralica,11
Hybonotum Zone,11
Prehousia,11
Parkinsonia parkinsoni Zone,11
Climacograptus peltifer Biozone,11
Late duplicta,11
"Cynognathus assemblage, subzone B",11
5b,11
Pseudodictyomitra carpatica,11
W.K. I.2 Zone,11
Bohemograptus bohemicus,11
Hybonotum ammonoid,11
Aciduscus atavus - Ptychagnostus punctuosus,11
K Zone,11
Seynes level,11
N1 Zone,11
Irvingtonian; Late,11
Melanerpeton pusillum-Melanerpeton gracile Zone,11
Colonograptus praedeubeli,11
lautricense-siderolithicum Biozone MP17,11
Zone à Anceps,11
ONYMAGNOSTUS HYBRIDUS Zone,11
"Sonneratia chalensis Zone, Clioniceras floridum Subzone",11
Paraglossograptus etheridgei,11
Pseudofusulina verneuili-P. uralica,11
Hadrophyllum orbignyi,11
nemanice pollen zone,11
B. bifidum-K. scaberis,11
Hildoceras bifrons and Haugia variabilis,11
convolutus,11
Xenodiscoides perplicatus,11
Zone A,11
Zone à Zigzag,11
Baculites cuneatus,11
Baculites baculus zone transitional to Baculites grandis zone,11
Angulaticears marmoreum,11
Echinocinchus,11
Bienvillia tetragonalis-Conophrys minutula,11
graptolites,11
Hoplites spathi Zone,11
ECCAOARADOXIDES PUSILLUS Zone,11
Arthricocephalus-Probowmanops,11
Upper hermanni,11
Upper hermanni- Lower falsiovalis,11
Echinophoria fax,11
Sub zone IIB of Brenner,11
Pristerognathus Assemblage,11
"Baculites grandis zone, High",11
Tetraporobranchia haeckeli,11
P13 Zone,11
Dynogymnium vozzhennikovae,11
Neocardioceras,11
Rasenia cymodoce,11
Pseudamplexograptus distichus,11
Pristiograptus-ultimus,11
Zone à Bifurcatus,11
tripapillatus-spicula apore zone,11
Cahabagnathus sweeti,11
Rursicostatum,11
Protrachyceras omkutchanicum,11
Lotagnostus hedini,11
Stropheodonta,11
Calathium calcisilite,11
Arikareean or Hemingfordian,11
Komioceras stuckenbergi,11
Solenopleuropsis thorali,11
P4c-P5,11
Monograptus riccartonensi,11
Eotetragonites wintunius,11
Galbanites (Kerberites) kerberus Zone,11
Metapolygnathus nodosus/Metapolygnathus polygnathiformis,11
Muelleritortis cochleata of Kozur and Mostler (1994),11
"Hildoceras bifrons Zone, Peronoceras fibulatum Subzone",11
moutonianum,11
Paragloborilus subglobossus - Purella squamulosa,11
Choffaticeras segne total range zone,11
Cynognathus subzone A,11
Exogyra wegeneri,11
"R. calcarata, C. plummerae, & D. asymetrica",11
Steinbreche Horizon,11
Dorsoplanites ilovaiskii,11
Grossouvrei Subzone,11
Truncorotaloides rohri Zone,11
Pictonia involuta,11
Zone NN.19,11
Gnomohalorites cordilleranus,11
Proceratopyge fenghwangensis,11
Homoceras(2)-Reticuloceras(1),11
Horizon V2,11
“Blue Beds”h,11
norrisi - MN Zone 1-2,11
5310m,11
"Mortoniceras inflatum Zone, Hysteroceras orbignyi Subzone",11
Crussoliceras divisum Zone,11
C. primus,11
Barstovian Clarendonian or Hemphillian,523
medium-curtum Biozone MP19,2571
Pa. crepida to S. praesulcata,12
Zone No. I Lower Cretaceous,12
Tn 3-Pu/Tc,12
holzapfel Zone,12
Lamberticeras lamberti Zone,12
CP 1b Zone,12
Schloenbachia rostrata Zone,12
Nowakia otomari,12
F-1 deposits,12
Friasian or Huayquerian,12
late hassi,12
Pseudosyrinx,12
trilobite Zone G-2,12
Coroniceras bucklandi Zone,12
G1,12
Vermicular Sandstone,12
Balatinoites balatonicus,12
crassa,12
Zellerella furafilia,12
Hemphillian; Late,12
Horizon Jdy-1,12
Section C-E,12
Pa. trachytera to S. praesulcata,12
Monograptus sedgwickii,12
M5b - M6,12
Romaniceras deverianum,12
Saalermühl Horizon,12
N9 Zone,12
F2a,12
Pictonia baylei,12
Middle Icriodontid Subzone,12
Neogondolella bulgarica,12
Bed number 5,12
Undulograptus dentatus,12
Xenocheilos spineum,12
Neocomites peregrinus,12
"Acanthoscaphites varians Zone, Acanthoceras rhotomagense Subzone",12
Plethopeltis,12
Norrisi,12
lower part of the T. nova Zone of Bragin (1991),12
Pa. triangularis to Pa. marginifera,12
Psilloceras calliphylum,12
C. murchisoni,12
upper Metapolygnathus nodusus,12
Holmia - Protolenus,12
spore assemblage zone MN,12
Paraceratites binodosus,12
sandbergi,12
Polygnathus communis,12
Monograptus ludensis Zone,12
ZONE I,12
Lutetian,12
eifius,12
Paramecephalus defossus,12
Zone N. 18,12
Paroistodus originalis,12
Globorotalia velascoensis,12
Cypridea paulsgrovensis ostracod Zone,12
Metoicoceras geslinianum Zone,12
Glossograptus hincksii,12
Tadjemout Sandstone,12
Zone NP 20,12
Tithonica,12
Inoceramus uwajimensis,12
Sanagmonian,12
Topmost Belemnella kazimiroviensis,12
Presbynileus ibexensis - Pseudocybele nasuta,12
"MP 17, between the Fons 4 and the Perriere levels",12
Hunanocephalus-Hsuaspis,12
Angulaticeras marmoreum,12
(prob. N-O),12
Svobodaina armoricana,12
Cremnoceramus waltersdorfensis waltersdorfensis,12
Dunkeri,12
Baculites reesidei zone associated with Rhaeboceras,12
Cynognathus Assemblage,12
Triticites rossicus-T. stuckenbergi,12
Foram Zone N20,12
Bathyurus sunbloodensis,12
Chimaerothyris dombrowiensis,12
Haoceras xingyiense,12
Leymeriella (Leymeriella) tardefurcata,12
Shumardia zone,12
Sowerbina,12
Escarguelites spitiensis horizon,12
gregarius - convolutus,12
Neogondella yini,12
Ceratobulimina contraria,12
Otapiria ussuriensis,12
Neospathodus dieneri,12
Monoclimacis griestoniensis - Monoclimacis crenulata,12
punctata to early rhenana,12
Marrolithus bureaui,12
Metagraulos,12
Zone 1,12
Zone à Ibex ; Sous-zone à Valdani,12
Zone à Oxynotum,12
"Delgadella anabara–Nevadella, Judomia–Uktaspis (Prouktaspis), Bergeroniellus micmacciformis–Erbiella–Laticephalus",12
Belemnella occidentalis (Md2),12
Horizon Yz15,12
NP9,12
HCIa?,12
Profusulinella prisca,12
Blow zone N 17,12
Procerites hodsoni Zone,12
Baltoniodus triangularis,12
CM Palynozone,12
To VI,12
Epiwocklumeria applanata,12
Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,780
"Mortoniceras inflatum Zone, Hysteroceras varicosum Subzone",13
Monoclimacis crenulata,13
Zone J,13
Venericardia quassi,13
Hildoceras bifrons,13
Acadoparadoxides oelandicus,13
Mullert Horizon,13
Angelina sedgwicki Zone,13
Metoicoceras geslinianum,13
jamieae,13
Cheiloceras Stufe - Platyclymenia Stufe,13
Tropites subbullatus,13
Phacops glaber,13
Blancan; Irvingtonian,13
equivalent to the avitus-dilutus zone or the base of chulus var. chulus-chulus var. nanus zone of Richardson & McGregor,13
"Te, 1",13
angulata Ammonite Zone,13
Diploceras cristatum Zone,13
Sinosachites flabelliformis-Tannuolina zhangwentangi,13
Pictonia baylei-Virgatopavlovia fittoni,13
Cedaria (base of upper Cedaria subzone),13
MN 17 level,13
late postera,13
Acanthochitina barbata,13
Polysphaeridium congregatum Assemblage Zone (BAR-5),13
MP 25,13
Monotis salinaria,13
Globorotalia pseudobulloides Zone,13
Althapsis leachi,13
Schwagerinigormis schwagerinigormis,13
"Acrospirifer primaevus, Hysterolites hystericus",13
Hartshorne Coal,13
Venericardia wegeneri/Ostrea orientalis,13
NP24,13
Disturbed zone,13
Prodactylioceras davoei,13
"R Reticuloceras Zone, R1a Reticuloceras Subzone, Reticuloceras circumplicatile Bullion",13
Yarmouthian,13
Mytiloides puebloensis,13
Strenoceras niortense,13
Prionolobus rotundatus,13
NP8,13
Between the Sete and Mas Genegals levels,13
"R Reticuloceras Zone, R2c Reticuloceras Subzone, Reticuloceras superbilingue Bullion",13
kitabicus,13
Globotruncana esnehensis zone,13
Phlyseogrammoceras dispansum,13
Schlotheimia angulata Zone,13
Rugosofusulina sp. A,13
"Bivalve - ""Pecten Bed""",13
Cynognathus Assemblage Zone,13
Notostrophia homeri,13
Streptognathodus virgilicus,13
Choffatella decipiens-Pseudocyclamina hedbergi,13
Lapworthella-Tannuolina-Sinosachites,13
Zone N.9,13
Lower Icriodontid Subzones,13
Parkinsoni and Zigzag to Discus,13
Metaplacenticeras subtilistriatum,13
Paravascoceras nigeriensis,13
Gothograptus nassa graptolite Biozone,13
MZ8-9,13
Akidograptus acuminatus,13
Normalograptus magnus,13
Paltodus deltifer,13
"Echioceras raricostatum Zone, Paltechioceras aplanatum Subzone",13
Sdzuyella-Aegunaspis,13
Downtonian I9,13
"Euhoplites lautus Zone, Dipoloceroides subdelaruei Subzone",13
Arnioceras semicostatum Zone,13
Pokornyi,13
Silicarmiger italicus,13
Neopopanoceras haugi,13
Pre-glacial,13
Arctohungarites kharaulakhensis,13
"Blancan, Late; Irvingtonian, early ?",13
P7 - P8,13
Barrancan,269
hypselum,14
Palmatolepis gigas,14
Scheid Horizon,14
UAZ3,14
MPL3 - 4,14
P19 Zone,14
Scaliognathus anchoralis,14
"Z Zone, Z1 Subzone",14
grimmensis-granulosus,14
Idiognathodus cancellosus,14
Fusulinella biconica,14
Plebiellus latilimbatus,14
Inouyops,14
Monograptus ultimus,14
Zone NN.17,14
Triticites,14
Vavilovites sverdrupi,14
sulcata,14
Intornites oleshkoi,14
eurekaensis,14
Hypacanthoplites jacobi Zone,14
Agnostus pisiformis,14
Baculites reesidei?,14
Chapadmalalan,14
H?,14
anchoralis-pseudosemiglaber,14
Antiquatonia,14
P2,14
"Bridgerian, Lower",14
Collignoniceras praecox,14
Offaster pilula  Zone,14
Douvilleiceras mammilatum,14
Lochkovian,14
Protopeneroplis ultragranulata,14
Lejopyge sinensis,14
Tretaspis hadelandica brachystichus Zone 5,14
Inoceramus amakusensis,14
Zone NP 01,14
Kayseraspis cf. brackebuschi,14
Triplagnostus gibbus posterus-Doryagnostus incertus,14
Steinheimian,14
Pygodus serra,14
Daixina crispa-Rauserites stuckenbergi,14
CP 8 Zone,14
Endemoceras amblygonium,14
Bulogites zoldianus-Bulogites mojsvari,14
"N21 Globigerinacean Zone, NN16 Nannofossil Zone, - NN18 Nannofossil Zone, Tg `letter-stage'",14
VVascoceras proprium/Pseudaspidoceras flexuosum total range zone,14
"Cycle II, III",14
Martelites sarasini,14
Chapadmalalense,14
Scaphites whitfieldi | Scaphites nigricollensis zone,14
Blackwelderia/Drepanura,14
Lochriea nodosa,14
Strenuella,14
local zone I,14
scanicus and nilssoni,14
E2a,14
Calpionellite,14
gracilis-koenigi,14
Hoploscaphites melloi zone. Upper Mid,14
SBZ23,14
Baculites baculus | B. eliasi? zone,14
Goniatites deceptus,14
Morrisiceras morrisi,14
progenitor,14
Xenoceltites variocostatus,14
ECCAPARADOXIDES PUSILLUS Zone,14
Speetoniceras versicolor,14
Hedenstroemia bosphorensis,14
Zone NP.23,14
"E Zone, E2 Subzone",14
Globotruncana circumnodifer,14
Didymograptus hirundo,14
Undulograptus intersitus,14
Flemingites nanus,14
Siphogonuchites triangularis–Paragloborilus subglobosus,14
Ozarkodina snaidri–Ozarkodina crispi,14
Scylaspora elegans - Iberoespora cantabrica (EC) Spore Assemblage Biozone,14
Elvina,14
Icriodus latericrescens latericrescens,14
Notopeltis orthometopa,14
Varcus,14
nanseni,14
Aphelognathus divergens,14
Zone à Bimammatum ; Sous-zone à Bimammatum,15
rhenana,15
timorensis- rhenanus/varcus,15
Wisconsinan; Post,15
Coniunctio aequirugosa,15
Cognoliceras wollgari Zone,15
Behrendseni (Hillebrandt),15
MP 29,15
S. isostichia - crenulata through S. anchoralis - latus,15
Zone à stokesi,15
Nidulites pyrijormis,15
Adetognathus unicornis Conodont Zone,15
U.A.Z. 6-7,15
uppermost Didymograptus artus or Didymograptus murchisoni,15
Sangamonian ?,15
Pavlovia pallasioides Zone,15
Pedavus patulus- Oneotus costatus,15
OSM E,15
"Peltoceras athleta Zone, lobokosmoceras phaeinum Subzone",15
Horizon 3a,15
"Ta, 3 Zone",15
Profusulinella apodacensis,15
Oulodus velicuspis - Plectodina robusta,15
Kainella / Evanaspis,15
disparalis,15
Inoceramus lingua,15
Terrakea concava,15
Ns. triangriaris - Ns. homeri,15
Nowakia barrandei,15
Zygobolba erecta,15
Protrachyceras reitzi,15
To I,15
MP 6,15
spiralis,15
Nummulites,15
Scaphites depressus | Scaphites ventricosus zone,15
patulus-partitus,15
platynota,15
Zone 8,15
C2 - S1,15
Costosus,15
Plagiura-Poliella,15
Benthamaspis gibberula,15
Wa4,15
partitus-costatus,15
Diplograptus bohemicus,15
Friasian,15
Prionocyclus novimexicanus,15
Graphoceras concavum,15
Martinia adentata,15
Parafusulina nakamigawai,15
Zone NN.13,15
"Cheloniceras martinioides Zone, Epicheloniceras debile Subzone",15
Kaolishania,15
"Stoliczkaia dispar  Zone, Arrhaphoceras (Praeschloenbachia) briacensis Subzone",15
Vascoceras proprium total range,15
N7-N8,15
"Sangamonian, Or Early Wisconsinan Interstadial",15
Abichites abichi,15
Bridgerian?,15
vesiculosus,15
Dorsetensia,15
Spirifer subcuspidata Zone,15
Vascoceras birchbyi,15
early triangularis,15
Kellah Coal,15
Reticuloceras(2),15
Badulesia,15
Montmartre level,15
Baltoniodus alobatus,15
Zone 14,15
Crepicephalus Zone,15
Steinmanni,15
Trilobite Zone,15
Colloncuran,15
D Coral-Brachiopod Zone (Dibunophyllum),15
"Baculites baculus zone, Top of",15
Dalmasiceras crassicostatum,15
Protolenus-Strenuaeva,15
Baculites clinolobatus zone ?,15
Cynognathus Assemblage Zone Subzone B,15
Epigondolella spiculata,15
Hoplitoplacenticeras vari,15
Caprinula soluni,15
Anabarites trisulcatus–Protohertzina anabrica / Siphogonuchites triangularis–Paragloborilus subglobosus,15
Paraperiomma-Poulsenia,15
Triphyllopteris Zone,15
Albtertella-Glossopleura,15
micrornatus-newportensis spore zone (middle subzone),15
Band 4,15
lundgreni-testis (Graptolite),15
Proteacidites tuberculatus,271
Ternanian,16
Redlichia chinensis-Kootenia gimmelfarbi,16
M. dubius parvus,16
Montmartre reference level,16
trinodosus,16
Streelispora newportensis - Emphanisporites micrornatus (MN) Spore Biozone,16
M. coranguinum Zone,16
Metaplacenticeras pacificum,16
Wocklumeria sphaeroides,16
Obtusum,16
Kuraspoides planus,16
"Hoplites dentatus Zone, Hoplites spathi Subzone",16
NP 23,16
Ta Zone,16
Spelae,16
Globorotalia truncatulinoides excelsa,16
Histiodella tableheadensis,16
Cyrtograptus murchisoni,16
MN 2,16
lower to middle Palmatolepis crepida,16
eudoxus-zone,16
? Conaspis,16
Coloradian,16
Pteracontiodus cryptodens,16
Hesperonomia,16
subasperum,16
Ta,16
candidus,16
Spathognathodus sulcatus,16
Monograptus triangulatus,16
Globorotalia margaritae,16
Erismodus quadridactylus,16
trachytera,16
ZONE II,16
Chuangia,16
Rauserites stuckenbergi,16
Baculites clinolobatus,16
Upper Coal Measures,16
Psephosthenaspis microspinosa,16
N6  Zone,16
Stictopora mutabilis,16
"Wisconsinan, Middle",16
Paradoxides oelandicus,16
Pseudokranaus,16
Uintacrinus Zone,16
Ancyrognathus triangularis,16
Jiguilites aff. formosus,16
Zone à Gigas,16
Zone IV (Albian-Cenomanian),16
Anchignathodus typicalis,16
Band 6,16
E1c,16
Cytherura coryelli zone,16
Cycle I - II,16
regoledanus,16
P9,16
NN 16 Zone,16
Barrancan/Mustersan,16
NN12-15,16
Zone P.21b,16
Anahoplites intermedius Zone,16
Gastrioceras hudsoni - Gastrioceras globostriatus,16
Hemphillian Blancan Irvingtonian or Rancholabrean,16
Lower subterminus Fauna,16
Sumatrina annae,16
Micromphalites clydocromphalus,16
Bed number 6,16
MN7,16
Sandia welleri and Plicochonetes arkansanus Brachiopod Zones,16
PALEO_MN4,16
Baylei,16
T. haeckeli,16
Bed 7,16
lower and middle Nothofagidites asperus,16
"V Zone, V2 Subzone",16
Stikinoceras kerri,16
Phyllocladidites mawsonii,528
communis Zone,17
lower Lejopyge laevigata,17
Globorotalia formosa formosa Zone,17
CM miospore biozone,17
Fons 4 reference level,17
Wisconsinan,17
Leine,17
Paracrochordiceras americanum,17
Spirifer pinyonensis,17
falcifer,17
Schwagerina quasifusuliniformis,17
"Mortoniceras inflatum Zone, Callihoplites auritus Subzone",17
Meiocris breviscula,17
NN 19 Zone,17
Brachiopod - Chonopectus Sandstone,17
Anabarella plana - Nikatheca kengedeica,17
C. ruesti Zone of Kozur and Mostler (1994),17
tenuiserratum,17
Marsupites testudinarius Zone,17
I?,17
Trachyceras aonoides,17
Yujinia,17
Zone à Garantiana,17
Zone No. III. Lower Albian,17
Ptychaspis,17
Kosmoceras jason,17
Uddenites schucherti,17
Zone 13,17
Lagarograptus acinaces,17
Zone P. 10,17
Eofallotaspis,17
Ozarkodina delta,17
S2,17
Ataxioceras hypselocyclum Zone,17
crenulata,17
middle Nothofagidites asperus,17
Kingena concinna,17
Upper subterminus Fauna,17
Sublevisoni,17
Kockelella walliseri,17
lautricense-siderolithicum Biozone MP16,17
Bonarellii,17
Zone P.15,17
Cultrijugatus Beds,17
Conlinoceras tarrantense,17
Goniatites gerberi,17
middle triangularis,17
Lithothamnium undulatum,17
Aspidagnostus primitivus-Aspidagnostus orientalis,17
Postglacial,17
Holmia-Schmidtiellus,17
Hoploscpahites nicolletii zone,17
Symphysurina bulbosa,17
Neoschwagerina craticulifera robusta,17
Buchia uncitoides,17
Aulacostephanoides mutabilis,17
Baculites sp zone,17
binodosus,17
cimeganus,17
Anahoplites intermedius,17
dehiscens - serotinus,17
Zone à Humphriesianum,17
"C? (C begins ""within 10-20"" of top of House Lms)",17
Baculites obtusus,17
Globotruncana gansseri Zone,17
Idahoia,17
Clarkina wangi,18
Palmatolepis triangularis,18
Athleta,18
Td,18
"Z Coral-Brachiopod Zone, Z2 Coral-Brachiopod Subzone",18
Reticulofenestra pacifica,18
Harpoceras serpentinum,18
Ammonites portlandicus,18
Armoricochitina nigerica,18
Hassi s.l.,18
Middle to Upper  varcus,18
Inoceramus curvieri,18
Hindeodus changxingensis,18
Clarendonian-hemphillian,18
Pseudomonoclimacis bandaletovi,18
Cernaysian,18
Tapinocephalus or Pristerognathus Assemblage,18
Acrospirifer pinyonensis,18
Voloshinoides murgensis,18
dispansum,18
Shelly Zone 4,18
Zone à Margaritatus ; Sous-zone à Stokesi,18
Anomalorthis; Histiodella sinuosa - Histiodella holodentata,18
Ba1,18
humphresianum,18
bucklandi to semicostatum,18
Witchellia laeviuscula,18
Mojsisovicsites kerri,18
Ozarkodina crispa,18
Triticites irregularis,18
Globorotalia fohsi,18
P16 Zone,18
Nowakia guangxiensis,18
Bonnia,18
lower Nothofagidites asperus,18
Prob. Baculites grandis,18
"Psephosthenaspis Zone, Psephosthenaspis microspinosa Subzone",18
desatoyense,18
Thomasites nigeriensis,18
Trigonocerca typica,18
NP12,18
Proceratopyge cryptica - Stigmatoa dilomas,18
"Thouasense, Variabilis",18
U.A.Z. 1-3,18
condont zones Po. costatus partitus up to Po. hemiansatus,18
Linguagnostus kjerulfi-Diplagnostus qinlingensis,18
Euloma/Niobe zone,18
late falsiovalis,18
Calciferous Sandstone Series,18
spinatum,18
Enodatum,18
Nowakia holycera,18
Schwageriniformis arpaensis-Triticites turkestanensis,18
Choffaticeras segne - Choffaticeras sinaiticum,18
upper middle varcus,18
Globorotalia velascoensis Zone,18
"Sokolki Assemblage, Sokolki Subassemblage",18
Lower Kimmeridgian,18
Gnathodus truyolsi,18
Aulacostephanus euxodus to Pectinatites pectinatus,18
Zone P.18,18
norrisi - MN 1-2,18
"C Coral-Brachiopod Zone, C1 Coral-Brachiopod Subzone",18
Sinopagetia jinnanensis,18
Zone N.21,18
Czekanowskites decipiens,18
close to the Escamps and Montmartre levels,18
early praesulcata,18
"Horizon 1 (Edwards & Richardson in Friend & Williams, 1982)",18
Protriticites pseudomontiparus Obsoletes obsoletus,18
"Baculites grandis zone, Upper",18
Tetralithus trifidus,18
Horizon 8,18
Nowakia procera,18
Mantelliceras,18
Pleuroceras spinatum,530
Zone à Eudoxus,19
? Bonnia - Olenellus,19
Formosagnostus formosus-Blackwelderia,19
hermanni - lower subterminus,19
Hemitissotia turzoi,19
Zone à Bifrons ; Sous-zone à Bifrons,19
Crickites holzapfeli,19
Ptychaspis-Tsinania,19
Euphemites chubutensis - Palaeoneilo concentrica,19
norrisi and MN 1-2,19
probably Whiteavesi,19
Acanthoceras jukesbrowni Zone,19
FB zone,19
Trematospira,19
Pilula to conica,19
Metapolygnathus nodosus,19
"MP 16, Perriere level",19
M5,19
Eonathorstites oleshkoi,19
Bakevellia (Maizuria) arctica,19
Sternotaxis plana Zone,19
Clioscpahites vermiformis zone,19
MP 10-11,19
Iranites transcausicus,19
"D Zone, D3 Subzone",19
"Anthraconaia modiolaris Zone, Hopkins Band",19
Didymograptus artus Zone,19
P19,19
Bulimina obtusa,19
Ambocoelia-Tylothyris,19
marshi,19
Orbiculiforma aff. sacramentoensis,19
Wodehouseia spinata - Aquilapollenites subtilis,19
Monograptus millepeda,19
athleta,19
Malvacipollis diversus,19
Montiparus montiparus,19
Ampyx alonensis,19
Didymoceras nebrascense,19
MN 2-3,19
Hemigfordian,19
Aenigmaticum,19
Keila Horizon,19
Zone à Plicatilis,19
Amoenum,19
Scaphites preventricosus zone,19
"H Homoceras Zone, H2b Homoceras Subzone",19
Gephyroceras pernai Zone,19
Polygnathus serotinus,19
concavum,19
cristatum,19
MZ8,19
Ultradaixina bosbytauensis,19
Pa triangularis-gigas conodont Zones,19
"E Zone, E1 Subzone",19
Maastrichtian,19
Mictosaukia striata-Fatocephalus,19
Parapopanoceras asseretoi,19
Hemicythere conradi zone,19
"Nowakia barrandei , Nowakia elegans, Polygnathus gronbergi, and lower Polygnathus laticostatus",19
E2,275
Zaphrentis Coral-Brachiopod Zone (Z),275
Lapworthella tortuosa,275
Eoredlichia-Wutingaspis,531
Amorphognathus variabilis,20
Sciponoceras,20
Bicella bicensis,20
Silsilian,20
Nodibeyrichia tuberculata,20
Xichuania-Eoshengia dongqinlingia,20
Lejopyge calva,20
cf. Tetragraptus approximatus,20
Cyrtograptus rigidus,20
Protolenus jilocanus,20
Palmatolepis falsiovalis-Palmatolepis transitans,20
Juvavites magnus,20
D1Y,20
PALEO_MN12,20
Tomagnostella orientalis,20
"Cardioceras densiplicatum Zone, Cardioceras vertebrale Subzone",20
NP 20,20
Martiniopsis woodi,20
Horizon b,20
MP13,20
Neolobites vibrayeanus interval zone,20
Cardioceras tenuiserratum Zone,20
Anchignathodus parvus,20
Fons 1 reference level,20
F8,20
Eolotagnostus decorus-Kaolishaniella,20
Vascoceras cauvini interval,20
Istrograptus transgrediens,20
Ushbaspis limbata,20
Psephosthenaspis pseudobathyrus,20
Crow Coal,20
Nigericeras gadeni zone,20
LL-LN miospore Biozone,20
planula-platynota,20
Mortoniceras fallax,20
upper hermanni - lower disparilis,20
Fusulinella stricta,20
"H Hudsonoceras Zone, H2a Hudsonoceras proteum Subzone, Hudsonoceras proteum-Homoceras smithi Bullion",20
Proparvicingula moiliformis,20
Globorotalia rex Zone,20
Archaeolithothamnium cf. batuense,20
Permophricodothyris ovata,20
Lower falsiovalis,20
Crurithyris apena,20
Amplexograptus inuiti,20
ansatus- Lower subterminus Fauna,20
"Mortoniceras inflatum Zone, Dipoloceras cristatum Subzone",20
Paradoxides forchammer,20
Berdyankian,20
Cimodoce,20
Monodiexodina matsubaishi,20
MN 9,20
Asaphus raniceps,20
"P Goniatite Zone, Mestognathus beckmanni, P1a Goniatite Subzone",20
tenuicostatum,788
lower varcus,1044
Virgatites virgatus,21
Euloma filacovi,21
Lejopyge laevigata-Clavagnostus (Parclavagnostus) variatus,21
Pseudoemiliania lacunose,21
"C Coral-Brachiopod Zone (Caninia), C2 Coral-Brachiopod Subzone",21
Choffaticeras sinaiticum - Thomasites rollandi,21
Lower Te Zone,21
Davoei,21
Mytiloides striatoconcentricus,21
