v_bed,reps
localbed:H6-E.3,18
localbed:172 | regionalbed:1,18
localbed:Units 7+8,18
localbed:80.16,18
localbed:24 | regionalbed:23,18
localbed:732,18
localbed:29.4,18
localbed:1076 | regionalbed:2245,18
localbed:Fourcade level,18
localbed:93.45,18
Shale above Avant Limestone,18
shale below Threemile Limestone,18
localbed:83-84,18
localbed:3-45,18
localbed:686,18
localbed:39a,18
localbed:Level 10 of Crouzel's (1957) stratigraphy,18
localbed:-41.75,18
localbed:-11.45,18
"Upper Elmdale Shale, ±60' below Neva ls. ±30' below Cushing Ls.",18
localbed:3.75,18
regionalbed:50,18
localbed:upper layer,18
localbed:-1-5,18
localbed:82 | regionalbed:41,18
localbed:84.3,18
localbed:Sample 5,18
"Horizons A3, C, D, F",18
localbed:3585,18
regionalbed:0-6,18
localbed:H 12,18
localbed:unit 10--7 ft. below top,18
Trichites Bed,18
localbed:37.4,18
localbed:2790,18
localbed:760-762,18
localbed:8780,18
localbed:11.4,18
Blackheath Beds,18
localbed:-8.4,18
localbed:NE143,18
Gray Bull,18
localbed:4233m,18
Swallow Wood Seam,18
localbed:16 (Unit 28),18
localbed:181.9,18
Balclathchie,18
localbed:84.74,18
localbed:Eisenberg,18
"Orbirhynchia band, Bed 5 of MS",18
localbed:87.2,18
localbed:0-8.4,18
localbed:5-3,18
localbed:1635,18
localbed:Shilton WL 1,18
D6G,18
localbed:427,18
localbed:19.3,18
localbed:H3,18
regionalbed:Upper,18
localbed:1090,18
localbed:-2.2,18
About 15 feet below upper fossil iron ore,18
localbed:9.65+ m,18
localbed:77.28m,18
Robbins Shale above Haskell Limestone,18
localbed:SB53C,18
localbed:-465,18
localbed:1.65,18
localbed:Upper Phosphite Ore,18
localbed:228.3,18
localbed:2-60,18
localbed:562.3,18
localbed:448.3,18
Crepidula Band,18
localbed:105.3,18
Black Band,18
localbed:41-1,18
localbed:519,18
localbed:78.91m,18
localbed:82.45,18
localbed:Ca3-b,18
localbed:1030,18
localbed:239,18
N. prestwichianus Bed,18
localbed:f,18
localbed:-3-29,18
ROCK LAKE SHALE,18
localbed:depth 2038m,18
Grave level,18
localbed:12-11,18
localbed:387,18
localbed:3.17,18
localbed:P10,18
localbed:Gns1,18
localbed:04,18
"localbed:lower Dhruma D1,4",18
regionalbed:Division V-b,18
localbed:Taunton 1m below first silt ledge,18
B horizon b,18
localbed:104.5,18
localbed:760,18
localbed:2320,18
Church Limestone Base,18
localbed:2098m,18
localbed:24.25,18
localbed:890 | regionalbed:890,18
localbed:3-23,18
localbed:20 | regionalbed:210,18
localbed:11262,18
localbed:Rhaeto/Liassic boundary beds of Franconia,18
localbed:37.1,18
Telm 6?,18
localbed:Shipton WL 1,18
localbed:4.67,18
localbed:95-140,18
localbed:-1-2,18
localbed:-58.9,18
localbed:middle band,18
localbed:46.1,18
localbed:20.0-20.2',18
localbed:21 (Unit 23),18
localbed:H2,18
Upper East Mountain Shale,18
localbed:1051,18
localbed:G-12,18
localbed:30.5,18
localbed:3360,18
localbed:4-147,18
localbed:Gns31,18
regionalbed:-148,18
localbed:Unit B2,18
regionalbed:260,18
"localbed:middle Dhruma D6,4",18
43' below 11th Street Limestone at base of flaggy limestone beds,18
localbed:27A,18
localbed:598,18
Pfeifer,18
regionalbed:120,18
localbed:361,18
localbed:36.7,18
localbed:113.3,18
localbed:32.37-32.34 m,18
localbed:K14,18
level A,18
localbed:RCB (Ringstead Coral Bed,18
localbed:D3,18
bed no. 3,18
localbed:60.3,18
localbed:80-81,18
localbed:p44/c2 layer 9,18
localbed:246.8,18
regionalbed:25+,18
localbed:upper portion of Bed no. 3,18
localbed:624,18
localbed:52.5,18
localbed:Ardley WL 19,18
localbed:Gns19,18
localbed:Unit 84,18
localbed:Layer C - Euloma/Niobe zone,18
localbed:Cyrtospirifer whitneyi,18
localbed:175 | regionalbed:1370,18
localbed:23 - 25.3,18
localbed:1907m,18
135,18
localbed:1/40,18
localbed:52.1,18
"localbed:Gastrioceras cumbriense Marine Band, shale Unit 4 | regionalbed:Gastrioceras cumbriense Marine Band",18
localbed:8.75,18
First limestone below Du Bois Limestone,18
localbed:1927m,18
localbed:2467,18
localbed:140.5,18
localbed:44,530
localbed:2620-2610,19
E+F,19
localbed:2800,19
localbed:36.1,19
localbed:537B,19
localbed:18.5 - 19.5,19
localbed:11c,19
localbed:1936,19
localbed:28.3,19
regionalbed:A,19
localbed:39.3,19
"unit L9 of Kemp, 1985",19
localbed:Lower Terrace Complex,19
localbed:32.80-32.77 m,19
"Pinna bed, S7ii",19
localbed:56c,19
localbed:p41/c2 layer 6,19
localbed:20.4,19
localbed:3-8,19
localbed:D1,19
localbed:4-150 B6,19
localbed:1405,19
localbed:Sample AK8,19
localbed:1135,19
localbed:11 (Unit 14),19
localbed:985,19
Sharon Springs,19
localbed:95 | regionalbed:285,19
localbed:16.1,19
localbed:402.1,19
localbed:566.64,19
SH1,19
Shale above DeNay Limestone,19
Blue Hill mbr in 8.8' sh unit that contains bentonite marker bed,19
localbed:60.5,19
localbed:7-3,19
localbed:2610,19
localbed:depth 319m,19
Gristhorpe Plant Bed,19
Bed 32a [?of Jarvis et al. 1982],19
localbed:71.35,19
localbed:543.8,19
localbed:15.8-16.0',19
localbed:2513m,19
localbed:22.0,19
localbed:1175 | regionalbed:1175,19
localbed:11A,19
Fish Bed,19
localbed:PDT 2005,19
Top of shale below Coal Creek limestone,19
41.5' above base of Herington Limestone (Hollenberg?),19
localbed:bed Bu-7a,19
Shale below the Nebraska City Limestone Member,19
localbed:524,19
Bed C3,19
localbed:55 | regionalbed:55,19
localbed:11.95,19
localbed:76 - 79,19
localbed:layers I-IV,19
Telm 6/7,19
localbed:480,19
localbed:Schicht C,19
localbed:66.78,19
localbed:37c,19
localbed:20.9,19
Calhoun Coal,19
regionalbed:175,19
localbed:St 15,19
localbed:K Layer,19
regionalbed:11996,19
localbed:-44.58,19
localbed:St 25,19
localbed:18.8,19
localbed:32.61-32.58 m,19
localbed:14.1,19
localbed:684,19
localbed:Probe 11,19
localbed:US5,19
localbed:321.6,19
localbed:2.85,19
localbed:9-10m | regionalbed:bed,19
localbed:H5,19
localbed:310.3,19
regionalbed:Hongguleleng Formation,19
Spring Branch Limestone Lower,19
localbed:1608-1611,19
"localbed:9 (Unit 13, middle)",19
localbed:5-1,19
localbed:245 - 248,19
Bognor Rocks,19
localbed:252,19
localbed:P4,19
"localbed:D3,2,middle part",19
localbed:1 and 2,19
localbed:42 - 49,19
localbed:unit 6,19
localbed:56.5,19
localbed:1085 | regionalbed:2280,19
localbed:408.2,19
localbed:456.4,19
localbed:Gns15,19
Upper Blue Springs Shale,19
localbed:100m - 150m,19
localbed:Narrows unit 37,19
localbed:706,19
localbed:23-25,19
localbed:62.20m,19
localbed:12.55,19
Bed 110,19
localbed:Ciftecesme,19
localbed:1-4b,19
localbed:B4,19
"localbed:middle Dhruma D5,2,lower quarter",19
localbed:4880,19
localbed:layer 4-concretions,19
localbed:389,19
localbed:109 - 127,19
localbed:17.1,19
localbed:362,19
localbed:Lithofacies AB,19
Burdigalien supérieur,19
localbed:470.5,19
localbed:32.4-34.9,19
localbed:Gns5,19
localbed:119.65,19
localbed:1330,19
localbed:2178-2189m,19
localbed:88-2,19
localbed:32.2,19
localbed:basal beds,19
localbed:8680,19
localbed:3-44,19
localbed:Rhynchostreon columbum beds,19
"1st Limestone below Wreford, Funston Limestone?",19
localbed:102 - 109,19
localbed:1035,19
localbed:645,19
localbed:531,19
localbed:127 - 140,19
localbed:Northbrook Fm WL 4,19
localbed:Kocgazi,19
localbed:2640-2630,19
localbed:Occupation E and F,19
localbed:28.46 - 28.47 m,19
"localbed:0,8",19
"localbed:7,5",19
localbed:H4-E.7,20
localbed:4SW 1.7,20
localbed:RCB,20
localbed:930,20
localbed:10d2,20
localbed:960,20
localbed:Unit 13,20
localbed:-23.6,20
localbed:515,20
localbed:K6,20
localbed:layer XV,20
localbed:lower lignite,20
MC Horizon 4,20
localbed:200 - 210,20
localbed:Lansing Top,20
Grit bed,20
localbed:Sheds .27m above HFShed6,20
Beds 7-8 (of Callomon 1968),20
localbed:880,20
Omapu Shellbed,20
localbed:Ensemble II | regionalbed:7,20
localbed:Level 11 of Crouzel's (1957) stratigraphy,20
localbed:38-39,20
Sponge Gravel,20
localbed:Anidanthus Zone,20
localbed:middle,20
Fencepost limestone bed,20
localbed:570.64,20
localbed:-6.05,20
localbed:Lindars conglomerate,20
localbed:815,20
localbed:3260,20
localbed:2245,20
localbed:1-11,20
localbed:3 (Unit 8-9),20
localbed:10 (Unit 19),20
Nellie Bly Formation (1-60'),20
localbed:59.15m,20
localbed:181.5,20
localbed:84.25,20
localbed:197.5,20
localbed:1 (Unit 3),20
localbed:25-26,20
Kinderhook,20
localbed:24-25,20
localbed:205 | regionalbed:1400,20
Upper Elm Creek Shale near yellow limestone beds,20
localbed:Main Field,20
localbed:Upper beds,20
localbed:F7,20
localbed:274.2,20
localbed:Layer K - Neseuretus arenosus/ Symphysurus sabulosus zone,20
localbed:7.55,20
localbed:Gns38,20
localbed:196.3,20
Christensen Bed 1 (1979),20
localbed:251,20
localbed:Sheds 1m laterally from HFShed7A,20
localbed:2085,20
regionalbed:Layer 9,20
localbed:US1,20
localbed:03,20
localbed:365,20
localbed:37b,20
38c,20
localbed:26.0-27.0',20
main Hemipneustes bed,20
Bed A2,20
An3-4-SB,20
localbed:20 | regionalbed:20,20
localbed:320.7,20
localbed:15.3,20
localbed:1870 - 1875,20
localbed:US4,20
localbed:D-3,20
localbed:6.25,20
localbed:224.7,20
localbed:214.7,20
localbed:14.9,20
Mecaster level,20
localbed:950,20
localbed:5g,20
localbed:20.55,20
localbed:Gns7,20
localbed:594,20
localbed:LA 2,20
localbed:2-3,20
localbed:-43.05,20
localbed:Wandrawandian,20
localbed:1782,20
localbed:Kingsway Shell and COncentrate beds,20
localbed:3-12,20
Bed L9,20
localbed:12.3,20
localbed:CI 8,20
"Bed 2, Scree, close around Trigonia/Cucullaea Bed",20
localbed:0 - 1.28 m,20
"localbed:22 (Unit 35, upper)",20
localbed:575,20
Astarte Bed,20
"Top of large slabs of limestone, top of Americus",20
localbed:NKII8,20
localbed:349,20
localbed:IN 8,20
localbed:01,20
localbed:sample 34,20
localbed:T 2,20
localbed:Romme phosphatized horizon,20
localbed:silty facies,20
localbed:7A,20
localbed:1324-1343,20
localbed:4 | regionalbed:4,20
localbed:B-10 to B-11,20
111,20
localbed:Barren shale,20
localbed:860 | regionalbed:860,20
localbed:LA 5,20
localbed:574,20
localbed:16.6,20
localbed:113.65,20
regionalbed:9.5 - 15,20
localbed:3-20,20
localbed:542,20
localbed:Gns20,20
localbed:184,20
localbed:2400,20
localbed:F11,20
Fontana Shale Base,20
localbed:56.1,20
localbed:-1,20
68b,20
localbed:6,3860
localbed:1654,21
localbed:16.25,21
localbed:17-18,21
localbed:770 | regionalbed:1965,21
localbed:6c,21
localbed:1870,21
localbed:840 | regionalbed:2035,21
localbed:G-3,21
localbed:.5,21
localbed:2.75,21
25ft below top,21
localbed:58.5,21
BIOTURBATED UNIT,21
localbed:170 | regionalbed:360,21
Better Bed Coal,21
localbed:Lower Recoaro,21
localbed:Gns2,21
Iola Limestone? or shale above,21
localbed:2095,21
"localbed:85,9",21
localbed:259,21
regionalbed:1-58,21
localbed:Gns21,21
localbed:5.97 - 9.14 m,21
localbed:St 17,21
localbed:Loc. 2,21
Starfish bed,21
localbed:S2U1,21
localbed:28-30,21
localbed:397,21
localbed:49.9,21
localbed:260 | regionalbed:1455,21
localbed:37d,21
localbed:-25.75,21
localbed:160 | regionalbed:1355,21
localbed:2-81 B1,21
localbed:UF22,21
localbed:97.5 - 100.6,21
localbed:230 | regionalbed:230,21
Bathonien moyen,21
localbed:80 | regionalbed:1275,21
localbed:3295,21
localbed:371.1,21
localbed:Level 2,21
regionalbed:78,21
localbed:161 - 170,21
Orbitolina texana bed,21
Benedict Limestone bed,21
localbed:C7,21
"localbed:7, 8",21
localbed:428,21
localbed:215 | regionalbed:405,21
regionalbed:Mudstone interval,21
localbed:37.5,21
localbed:52.00-60.00,21
localbed:0.62,21
TM horizon 4,21
localbed:19 - 33,21
localbed:42 meters,21
localbed:middle layer,21
localbed:BB 13.10,21
regionalbed:358-378,21
localbed:85-10,21
localbed:6 (Unit 15),21
localbed:306.3,21
localbed:43 | regionalbed:154,21
"localbed:46,8",21
C4 Beds,21
localbed:2560-2550,21
Bed D5,21
localbed:11 (Salt Creek limestone),21
"localbed:bed b (lower part), c, g",21
localbed:C-5,21
regionalbed:202,21
localbed:236.5,21
localbed:15 | regionalbed:15,21
localbed:Strato degli insett,21
localbed:12.95,21
Fish Tooth Bed,21
localbed:1512,21
localbed:582-586,21
localbed:Ensemble II | regionalbed:10,21
Onepuhi  Shell Bed,21
localbed:30 | regionalbed:30,21
regionalbed:1167.94,21
localbed:95-100,21
localbed:382.2-455.7,21
localbed:66.04m,21
localbed:12.75 - 16.75,21
localbed:11.7,21
127,21
Bed 4 (M 8),21
localbed:621,21
localbed:573,21
"Upper Moran fm., just below L. Sedgwick Limestone",21
"Basal rudist bed, Beds 1-2",21
localbed:F2,21
localbed:top,21
localbed:2520,21
localbed:2161,21
localbed:700,21
Limestone above Nyman Coal,21
localbed:-75.25,21
Kereford Limestone Top,21
"localbed:2,4",21
localbed:140 - 161,21
localbed:S7,21
localbed:273 - 323,21
localbed:Delphi Station coral bed,21
bed 15,21
localbed:-36.8,21
localbed:Hessen,21
localbed:4-10,21
bed Os1,21
localbed:17-6,21
localbed:19.8,21
localbed:F6,21
localbed:45 | regionalbed:305,21
"U. Kanwaka Ls., Chonetes sh. bed, 20' below L. Lecompton Ls.",21
localbed:E-2,21
"localbed:lower Dhruma D2,1b upper part",21
localbed:328.6,21
Beil Limestone Top,21
localbed:middle Marrat 1,21
lower archaeocyathid-bearing limestone,21
localbed:DD2,21
localbed:16.75,21
localbed:80 | regionalbed:N,21
localbed:14.60 - 17.15 m,21
localbed:39.5,21
Fisher Bed 12,21
localbed:F9,21
localbed:unit 1--30 ft. below top,21
localbed:95,533
Shale ±8ft above Lenapah Limestone (=old Memorial Shale),2581
localbed:Layer 11,22
localbed:38c,22
Middleburg Basal,22
localbed:base Bonteigen Member,22
localbed:Z.pal-1,22
localbed:L5,22
localbed:shale and mudstone bed,22
Limestone above Fleming Coal,22
localbed:109.65m,22
localbed:55 | regionalbed:315,22
regionalbed:-64,22
localbed:8730-10200,22
Fairport,22
localbed:13-21,22
First limestone above Foraker,22
localbed:351,22
localbed:Laetolil,22
localbed:829,22
Top of Spaniard Limestone,22
localbed:1255,22
localbed:97-99,22
localbed:165 | regionalbed:1,22
localbed:679,22
localbed:1.29 - 3.65 m,22
"Horizon F, H",22
localbed:0.06 - 0.1,22
localbed:C4,22
localbed:1595,22
localbed:60.4-83.15,22
localbed:S2,22
localbed:Ensemble II | regionalbed:23,22
localbed:R1,22
localbed:37.0,22
40' above Iatan Limestone,22
localbed:428.1,22
localbed:R 518,22
Cement Bed delta,22
localbed:SH 5/6,22
localbed:Narrows unit 33,22
localbed:455,22
localbed:12a,22
"localbed:T3,4",22
localbed:Siparia porcellanite,22
Crinoid Bed,22
localbed:517-523,22
localbed:875,22
localbed:61 - 88,22
base of Camp Colorado Limestone,22
localbed:66.7,22
localbed:213,22
localbed:12b,22
localbed:47.0 - 78.2,22
Middle Spence Shale,22
localbed:341,22
localbed:lowest Amsdell Bed,22
localbed:Gns22,22
localbed:112.55,22
localbed:622,22
Orbirhynchia band,22
149,22
localbed:Liverwort,22
localbed:263,22
localbed:1/92,22
localbed:Underwood,22
Limestone E of Brookesmith,22
localbed:DB102,22
localbed:274,22
regionalbed:11461,22
localbed:3-16,22
near base of Labette Shale,22
Florena Shale Base,22
localbed:85.85,22
localbed:8590,22
regionalbed:80,22
Bed 3 & top of Bed 2,22
localbed:base of Paleosoil (humiferous complex) II,22
localbed:5-2,22
localbed:877,22
"localbed:12 (Unit 20, upper)",22
localbed:478,22
Gristhorpe Plant,22
localbed:1055 | regionalbed:2250,22
2' above base of Herington ls.,22
Shale below Woodson Limestone,22
Varniai Beds,22
Shale in Worland Limestone,22
localbed:238,22
localbed:11.9,22
localbed:4492m,22
localbed:2700,22
63,22
Chonetid Zone,22
Havensville Shale Base,22
Krider Limestone Lower,22
localbed:31.93-31.90 m,22
Cloud and Barnes subunit B-1,22
localbed:-0.55,22
localbed:5SW 0.0,22
localbed:Facies A,22
localbed:sample 32,22
localbed:2600,22
Unit A,22
localbed:712,22
"localbed:middle Dhruma D3,2",22
Above Foraker Limestone Member,22
regionalbed:Boulder 64,22
localbed:8.41,22
localbed:F10,22
localbed:BPW80-16,22
localbed:3255,22
localbed:2866,22
localbed:F5,22
localbed:Level C1 | regionalbed:Burdigalian IVb,22
localbed:2570,22
Bournemouth Freshwater Beds,22
localbed:E2,22
localbed:NE147,23
localbed:1038-1041,23
Butte Creek Beds,23
localbed:Gns28,23
localbed:11.2,23
localbed:556,23
localbed:11232,23
localbed:86-7,23
localbed:135 | regionalbed:135,23
localbed:80 | regionalbed:270,23
localbed:St 13,23
localbed:upper beds,23
regionalbed:-120,23
localbed:NKII20,23
localbed:B15,23
localbed:48.64–6.56,23
localbed:Gns14,23
localbed:1497,23
localbed:Gns18,23
Lutétien inférieur,23
Sandstone,23
regionalbed:185 - 205,23
localbed:4436m,23
localbed:3025,23
localbed:1.05 - 1.1,23
localbed:St 9,23
localbed:Limerick Road bed,23
localbed:1614-1617,23
localbed:63.10m,23
localbed:IN 19,23
localbed:860,23
localbed:St 16,23
Lower Oyster Bed W14,23
localbed:1c,23
Fairport Chalky Shale,23
localbed:1408,23
Upper Bourbon Formation,23
localbed:1.4 - 4.75,23
"TITANOTHERIUM, LOWER",23
localbed:668,23
regionalbed:236,23
localbed:Masek,23
localbed:8.85,23
"Flaggy beds under ""11th St."" (Lenapah) 16' shale break",23
localbed:847,23
localbed:10-20,23
localbed:26a,23
localbed:12.1,23
localbed:330 | regionalbed:330,23
localbed:170 - 184,23
localbed:94.6,23
localbed:18.0,23
localbed:311.4,23
localbed:1005,23
localbed:2040,23
localbed:538,23
localbed:367,23
localbed:14.4,23
localbed:12.2,23
localbed:3-2,23
localbed:sample 2,23
localbed:1040 | regionalbed:2235,23
localbed:1-5,23
localbed:17.6,23
localbed:25.4,23
localbed:271.5,23
localbed:5R,23
localbed:reef,23
localbed:0.02 - 0.06,23
localbed:3826,23
localbed:1.05,23
Orbitolina Marker Bed,23
localbed:H40,23
localbed:5d,23
Fort Hays,23
localbed:16.7,23
Bed 16,23
localbed:F3,23
localbed:Hepler coal,23
"localbed:36,05",23
localbed:0-45 m,23
localbed:2189,23
localbed:2.26,23
localbed:3l,23
localbed:12.9,23
"localbed:bed 11, horizon 2",23
localbed:681,23
localbed:37a,23
localbed:3/2,23
"localbed:""Marly"" beds",23
localbed:646,23
Toarcien inférieur,23
localbed:7.15,23
localbed:25a,23
localbed:127.5,23
Unit #8a,23
localbed:102.5,23
regionalbed:110,23
regionalbed:12002,23
localbed:915 | regionalbed:2110,23
Geilston Travertine,23
localbed:140.9,23
localbed:C3,23
localbed:Schicht B,23
localbed:Unit D,23
localbed:84.5,23
localbed:1918,23
localbed:S1-S9,535
localbed:L4,24
Shale between layers of Ozawkie Limestone,24
localbed:249.2,24
localbed:F-1,24
localbed:-20.7,24
localbed:-61.1,24
Five Yard Limestone,24
Lithographic Stone,24
localbed:6a,24
localbed:170.4,24
localbed:NM5,24
localbed:layers 1 and 2-concretions,24
localbed:210.5,24
regionalbed:220,24
Lower Severy Shale,24
localbed:3-42,24
localbed:H21,24
localbed:Conglomérat d'Arberroz,24
localbed:Woodeaton WL 4,24
localbed:42.74,24
localbed:55.6,24
DIIIO,24
localbed:12A,24
localbed:6.3-7.5m,24
Anlosteges bed ±50' below sponge bed,24
localbed:6.85,24
localbed:-2.75,24
localbed:4509m,24
localbed:16.3,24
localbed:9.1,24
localbed:bed Bu-3,24
localbed:761,24
localbed:3318,24
localbed:19-21,24
localbed:Gns6,24
localbed:BG 54,24
Horizon Ys,24
localbed:H2-A4.5,24
Calcium shale under Ardmore Limestone,24
W14/14i,24
regionalbed:lower-middle,24
0-10 m above Posidonia Shale,24
localbed:P2,24
localbed:unit 8,24
localbed:45.2,24
BOULDER ZONE,24
"localbed:Gastrioceras cumbriense Marine Band, shale unit 4",24
61,24
localbed:Sample 2,24
"localbed:11,5",24
Shale 40' below Avant Limestone,24
localbed:690,24
"localbed:1,30",24
localbed:St 1,24
localbed:Katwe Ash,24
localbed:1-8,24
localbed:2.45,24
localbed:Lower Phosphite Ore,24
29,24
localbed:825.0,24
localbed:14.5-16,24
localbed:10.4,24
localbed:N,24
localbed:D7,24
localbed:3880,24
localbed:15 (Triphammer coral bed),24
localbed:Paleosoil I,24
localbed:2-81 B2,24
localbed:64.2,24
localbed:176.3,24
regionalbed:23,24
localbed:Ca1-e,24
localbed:17a,24
localbed:3889,24
localbed:205-280,24
localbed:Layer1,24
localbed:44-51,24
localbed:720,24
Echinoid Bed 1,24
localbed:BF9-H,24
localbed:43-44,24
130 ft above base,24
localbed:17.25,24
localbed:90 - 120,24
Callovien supérieur,24
regionalbed:11444,24
localbed:30-51,24
localbed:148.49m,24
localbed:Gns16,24
localbed:D21,24
localbed:897 | regionalbed:2070,24
localbed:3065,24
localbed:Gns8,24
localbed:9-20 | regionalbed:150,24
localbed:25.25,24
localbed:Unit F,24
regionalbed:Mudstone Interval,24
Brandon Lignite,24
regionalbed:11459,24
localbed:820,24
MASSIVE GRAY MUDSTONE,24
localbed:US30,24
localbed:H3-A3.5,24
localbed:Croughton WL 16,25
localbed:Skaly,25
localbed:715 | regionalbed:715,25
regionalbed:0 to  5,25
localbed:unit 4,25
2a,25
localbed:St 24,25
Shale between Ervine Creek Limestone,25
62,25
localbed:93.5,25
localbed:-2,25
regionalbed:60,25
localbed:Viita,25
localbed:55.5,25
Lower Libycoceras Bed,25
16' above Camphophyllum bed,25
Cypridia islandica Bed,25
Anrarum Limestone?,25
localbed:Tr1-a,25
localbed:1.15,25
localbed:564.64,25
BROWN CLAY,25
localbed:563.14,25
Unit DC9 of Kemp (1984),25
regionalbed:155,25
localbed:302,25
regionalbed:125,25
localbed:252 - 278,25
localbed:ELJ,25
localbed:Martinsburg unit 21,25
localbed:198,25
localbed:H6-A.5,25
localbed:1800,25
localbed:Suhrbusch,25
"8.2' shale unit in marker bed 6 of Hattin, 1962",25
localbed:639,25
Hartland Member (Marker bed HL-2 of Hattin),25
"localbed:middle Dhruma D3,1",25
LARAMIE,25
localbed:Bed 26,25
Denton Marl Base,25
localbed:Ardley WL 15,25
regionalbed:11988,25
localbed:Units 3+4,25
regionalbed:82,25
localbed:(4597-4607m),25
localbed:291.4,25
79,25
localbed:1210 | regionalbed:2405,25
localbed:0.75,25
localbed:247,25
Unit 4U,25
Nipa Bed W10,25
localbed:80.75,25
localbed:22.4,25
localbed:lower sandstone,25
Jetmore,25
Medmerry Bed,25
Bed C4,25
Cement Bed alpha,25
localbed:BF9-L,25
localbed:13b,25
localbed:1-21,25
Beds 3 - 8,25
BKT-2,25
localbed:23.2,25
localbed:45.5,25
localbed:1050,25
localbed:40-45,25
localbed:BM 4,25
localbed:Wulipo,25
localbed:187,25
Bed 7 (Birkelund and Callomon 1985),25
localbed:3635,25
regionalbed:115,25
localbed:84.45,25
localbed:-10.0,25
localbed:18A,25
localbed:355,25
regionalbed:Sponge-Megastrophia Bed,25
localbed:470.6,25
localbed:8.1,25
localbed:65.5,25
Laag van Miste,793
localbed:B5,26
localbed:Tuff F,26
Above horizon of Adams Branch Shale,26
localbed:462,26
localbed:56b,26
localbed:2-80 B2,26
localbed:13a,26
Bed G,26
Christensen Bed VI (1979),26
regionalbed:21-23,26
localbed:150 - 180,26
Walchia shale bed,26
localbed:7.1,26
Bed D6A2,26
localbed:164.8,26
localbed:Gns34,26
localbed:Flinty Bed,26
"localbed:T2,upper part",26
localbed:636.6,26
localbed:1-10,26
Upper Mission Creek Shale,26
localbed:33.6,26
localbed:3509,26
"localbed:""Remanie Bed""",26
localbed:e,26
75,26
localbed:3762,26
localbed:0 - 3.10 m,26
Visean Bed No. 1,26
localbed:A1a,26
regionalbed:Barren Shale Interval,26
Jetmore Lower,26
localbed:965.3,26
regionalbed:420,26
localbed:29-7,26
localbed:1.35,26
localbed:16SW 8.0,26
localbed:B3,26
Concretionary Shale Bed 5 & 7 of Difunta Section,26
Below Ireland horizon 40' or so above a Limestone (Wildhorse?),26
localbed:35.5,26
Unit I,26
localbed:12-13.5,26
localbed:T 6,26
localbed:834,26
localbed:275,26
localbed:56.0,26
V6,26
Cabbage Patch Beds Upper,26
localbed:42W-A2,26
localbed:74.47m,26
regionalbed:11435,26
localbed:3445,26
regionalbed:110 - 115,26
localbed:184.5,26
localbed:126.85,26
localbed:Units 10-11,26
localbed:Sample 3,26
localbed:214.2,26
Bed H,26
Hartland Shale (Lower part),26
localbed:M3,26
localbed:212,26
localbed:2500,26
localbed:H3-A.5,26
localbed:G-4,26
localbed:BPW80-14,26
localbed:Sample 4,26
localbed:34.7,26
localbed:151b-166,26
localbed:990 | regionalbed:2185,26
localbed:4986m,26
D6I,26
localbed:819,26
localbed:Nihewan Beds,26
154,26
localbed:2055,26
Bed VII,26
localbed:10.25,26
localbed:75.05m,26
Bay View,26
localbed:76.1,26
localbed:784,26
localbed:1050 | regionalbed:1050,26
"localbed:5,4",26
regionalbed:lithofacies #4,26
McAbee Beds,26
localbed:South Lansing Coral Bed,282
localbed:121,282
localbed:3 | regionalbed:-62,27
65,27
regionalbed:11464,27
localbed:Sample A,27
localbed:850,27
116,27
localbed:Unkown,27
localbed:Probe 10,27
localbed:sample 22,27
Dry sh. & Grandhaven ls. sh. below & 2nd ls. above Dover,27
378' above Big Horse Member,27
localbed:Couche 5,27
localbed:-455,27
localbed:100.22m,27
regionalbed:4-13,27
localbed:1-3,27
localbed:layer 3-concretions,27
regionalbed:9.5 to 15,27
localbed:D5,27
regionalbed:lower coal bed,27
"localbed:GBLH (Greyish Black Limestone, Lower Subathu)",27
localbed:25b,27
localbed:11D,27
localbed:Gns27,27
localbed:plant fossil assemblage bed,27
localbed:Band 4,27
'insect bed' below BGS Bed 5c,27
localbed:-65.5,27
localbed:B-10-1,27
localbed:14.65,27
localbed:C-6,27
localbed:980,27
localbed:70-83,27
localbed:Aravis,27
localbed:13 (Brown's Creek limestone),27
localbed:Oldhaven,27
localbed:22.8,27
localbed:24.4,27
Below Iatan Sandstone,27
localbed:28.0,27
regionalbed:undifferentiated,27
localbed:181,27
localbed:201.45,27
localbed:14.2,27
localbed:Astarae Bank | regionalbed:Astarae Bank,27
localbed:Subunits 1-4,27
localbed:H6-E1.7,27
localbed:540,27
regionalbed:-96,27
localbed:Gns13,27
Little Kaw Limestone Lower,27
localbed:6 meters,27
Flaggy beds 40' below 11th Street Limestone,27
localbed:249,27
localbed:81.56m,27
localbed:1 meter,27
localbed:12.6,27
Below Ozawkie Limestone,27
regionalbed:-152,27
TM horizon 7,27
localbed:11C,27
localbed:-1.7,27
localbed:35.05,27
localbed:14.27,27
regionalbed:upper shale,27
MC Horizon 4 (MC5),27
Avoca Limestone Lower,27
localbed:-1-21,27
localbed:Ardley WL 18,27
localbed:115/2,27
localbed:70.0,27
localbed:183,27
localbed:layers VII-VIII,27
localbed:Gns36,27
localbed:Monkey,27
localbed:-430,27
Bed D7,27
148,27
localbed:PK,27
localbed:Lansing,27
localbed:85,539
ZH52,28
About 125' above Avant,28
localbed:434,28
localbed:38a,28
localbed:60 | regionalbed:60,28
localbed:A1G-b,28
localbed:404 | regionalbed:9,28
"localbed:T2,middle part",28
